Geo ID,INTPTLAT,INTPTLON,ZIPCODE
484910202011,30.8023185,-97.7204719,
484530003041,30.3082259,-97.714499,78751
484910204112,30.4534462,-97.7381101,78727
484530024322,30.0975315,-97.7138586,78747
484910201091,30.6972944,-97.7835252,78633
484530019103,30.2595416,-97.8017714,78746
484530013082,30.2387552,-97.7578847,78704
484530019172,30.2644731,-97.8194467,78746
484530023074,30.2302088,-97.7396708,78741
484530005001,30.2985208,-97.7378186,78705
484530024303,30.1726739,-97.7631368,78744
484539800001,30.1946633,-97.666661,78714
484910216022,30.7156334,-97.5907476,78673
484530013044,30.2495826,-97.7704511,78704
484530024321,30.1493366,-97.7108033,78747
484530014021,30.2464417,-97.7395444,78704
484530012002,30.2760573,-97.7550409,78701
484530014011,30.2451057,-97.7478799,78704
484530021072,30.2959769,-97.6810896,78723
484530006012,30.2860516,-97.7376998,78712
484530008011,30.2669322,-97.7014639,78702
484530015041,30.3455683,-97.7184735,78757
484530023191,30.1998047,-97.6449201,78617
484910209001,30.6470654,-97.3377119,
484910216011,30.7912294,-97.5679114,76573
484910208081,30.5265286,-97.456679,
484530024341,30.0728551,-97.743328,78610
484530024192,30.1903837,-97.7644093,78744
484530023163,30.2338429,-97.7264707,78741
484530023131,30.2183867,-97.7237709,78741
484530023132,30.2253461,-97.7324983,78741
484910207072,30.5012635,-97.6514352,78664
484910204101,30.4486247,-97.7661817,78729
484910206022,30.5235875,-97.6953103,78680
484530022011,30.3198427,-97.6546082,78724
484530023162,30.2302024,-97.7277031,78741
484530023071,30.2222661,-97.7395811,78741
482090103022,29.8815049,-97.9289835,78666
484530013041,30.2432154,-97.7739904,78704
484530013042,30.2543893,-97.7723068,78704
484530023102,30.2423539,-97.6592003,78742
484530023072,30.2216188,-97.7455143,78741
482090105002,29.8683408,-97.954065,78666
484530008042,30.2703213,-97.7245579,78702
484530008041,30.2696968,-97.7174616,78702
484530008033,30.2757418,-97.7259909,78702
484530008032,30.2771064,-97.7185926,78702
484530008031,30.278278,-97.7131038,78702
484530002043,30.3071855,-97.7445644,78756
484530002042,30.3135477,-97.7457495,78756
484530014022,30.2431726,-97.7435354,78704
484530013083,30.2336556,-97.7611383,78704
484530013073,30.2373993,-97.7683911,78704
484530013072,30.2419411,-97.7652834,78704
484530008022,30.274356,-97.7038305,78702
484530006011,30.2937354,-97.7396449,78705
484530004023,30.2816518,-97.7219621,78722
484530004021,30.2876972,-97.7122116,78722
484530010001,30.2579877,-97.7339922,78702
484530015011,30.3535575,-97.7361693,78757
484530014032,30.2429489,-97.7333201,78741
484530014023,30.2387313,-97.7408358,78741
484530021063,30.3057436,-97.6934095,78723
484530019102,30.2676259,-97.8127632,78746
484530010004,30.2505103,-97.7208292,78702
484530010003,30.2527922,-97.716717,78702
484530009024,30.2619393,-97.7293714,78702
484530009022,30.2570243,-97.7106188,78702
484530009021,30.2609284,-97.7067363,78702
484530009012,30.2664785,-97.7273353,78702
484530009011,30.2639172,-97.7172216,78702
484530004011,30.2885489,-97.7200794,78722
484530003022,30.303463,-97.7235799,78751
484530003024,30.3075157,-97.7321039,78751
484530023073,30.2190531,-97.736105,78741
484530002061,30.3202581,-97.7435341,78756
484530002052,30.3234058,-97.7374378,78756
484530002051,30.3304798,-97.7364481,78756
484530002062,30.3313364,-97.7449009,78756
484530001013,30.3151008,-97.7513886,78756
484530001012,30.3289062,-97.756538,78731
484530001011,30.32326,-97.7477495,78756
484530024071,30.1188725,-97.8161245,78652
484530023152,30.2327526,-97.7305795,78741
484530015012,30.3434565,-97.7489245,78757
484910204041,30.4573491,-97.8154575,78713
484530019192,30.2786148,-97.7998997,78746
484530013043,30.2504764,-97.7773945,78704
482090109091,30.0110912,-97.8833314,78640
484530019162,30.3041386,-97.8520034,78746
482090107022,29.9760351,-97.9581423,78666
484530019101,30.2888801,-97.793555,78746
484530015042,30.3428188,-97.7228248,78757
484910212031,30.5974452,-97.4050923,76574
484910202031,30.726282,-97.7361582,78633
484910201082,30.6898265,-97.665136,
484910208082,30.6023035,-97.4603092,
484530021123,30.3097326,-97.6800953,78723
484530021051,30.3085319,-97.7034163,78723
484910204091,30.4697526,-97.7638348,78729
484530016022,30.282723,-97.7692115,78703
484530015043,30.3510548,-97.7281022,78757
484530019131,30.3185118,-97.8071485,78746
484530010002,30.2564141,-97.7280837,78702
484530024132,30.2007263,-97.7381872,78744
482090108061,30.1325507,-98.0565067,
482090108072,30.1469978,-98.2040964,
482090108071,30.1335384,-98.126104,
484530021093,30.2830113,-97.679436,78721
484530015053,30.3365973,-97.7246132,78757
484530003053,30.3190733,-97.7256729,78751
484530021074,30.3052266,-97.6749459,78723
484530014031,30.2363404,-97.7371275,78741
484530012003,30.2792534,-97.7638158,78703
484530008021,30.2786949,-97.7058611,78702
484530004022,30.2836184,-97.7100419,78722
484530426001,30.4542903,-97.6390735,78691
484530024401,30.152448,-97.742918,78747
484530429001,30.4320193,-97.680986,78728
484530335003,30.2058918,-97.8536799,78749
484530439003,30.4123175,-97.6630974,78753
484530451001,30.4311133,-97.6920732,78727
484530431001,30.3581886,-97.694045,78753
484530445003,30.4370557,-97.6228607,78660
484530421003,30.41657,-97.6762212,78753
484530342004,30.4357618,-97.7405656,78727
484530024391,30.1636745,-97.7542523,78747
484530024392,30.1602671,-97.7401108,78747
484530427002,30.4662437,-97.63967,78660
484530468001,30.4779754,-97.5597224,78660
484530441002,30.4396877,-97.6500055,78660
484530313001,30.1951463,-97.8545191,78749
484530465002,30.4502166,-97.660526,78728
484530455002,30.452333,-97.6864195,78728
484530441001,30.4439939,-97.6601373,78728
484530457003,30.4578674,-97.6721802,78728
484530423002,30.4383017,-97.6800045,78728
484530446002,30.4191418,-97.6355939,78691
484530423001,30.4467166,-97.6789744,78728
484530319001,30.1719206,-97.8465659,78748
484530429002,30.4325391,-97.673095,78728
484530420002,30.4312879,-97.7190377,78727
484530321001,30.2248867,-97.8277702,78715
484530325001,30.4089097,-97.7403605,78759
484530358002,30.3987547,-97.8798341,78732
484530414001,30.4140479,-97.7128669,78759
484530325003,30.413982,-97.7395123,78759
484530325002,30.4029496,-97.7353132,78759
484530413003,30.4167388,-97.7262953,78727
484530413001,30.4220465,-97.7203403,78727
484530451002,30.4357046,-97.6929071,78727
484530413002,30.4271204,-97.7270003,78727
484530430001,30.450066,-97.7030334,78728
484530420001,30.4376085,-97.711903,78727
484530316002,30.4176999,-97.7356464,78859
484530316001,30.4268865,-97.7386752,78859
484530456002,30.4704077,-97.6794802,78728
484530353002,30.4355526,-98.0959102,78669
484530407002,30.3727881,-97.7199207,78758
484530024453,30.1198599,-97.7721386,78747
484530308004,30.3994818,-97.7554046,78759
484530460003,30.4861454,-97.59702,78660
484530301002,30.3808946,-97.7615409,78759
484530301003,30.384552,-97.7480286,78759
484530300003,30.3638016,-97.7766819,78731
484530338002,30.4293911,-97.7918643,78750
484530400002,30.3422016,-97.7117664,78752
484530324001,30.3907522,-97.7387405,78759
484530462002,30.4657197,-97.6225017,78691
484530300004,30.3739993,-97.7660306,78731
484530425002,30.4231804,-97.555857,
484530300001,30.3713689,-97.7789431,78731
484530419002,30.3852552,-97.690599,78758
484530305002,30.3784637,-97.7894043,78750
484530449001,30.3996024,-97.6150925,78660
484530444005,30.4366947,-97.6342506,78660
484530345001,30.4326163,-97.8215891,78750
484530364002,30.489161,-98.0562705,78654
484530352003,30.4407845,-98.0410438,78669
484530416004,30.3547647,-97.675545,78753
484530013111,30.2582419,-97.7524205,78767
484530024531,30.1689898,-97.5836118,78617
484530449002,30.3843831,-97.628325,78754
484530428001,30.4479395,-97.623758,78691
484530353001,30.3799323,-98.0610857,78669
484530470001,30.4373117,-97.5915846,78660
484530024491,30.1666775,-97.6393221,78617
484530463001,30.4486568,-97.6122968,78660
484530328001,30.3978551,-97.7639672,78759
484530013123,30.2532837,-97.7582224,78704
484530305001,30.3966919,-97.8043068,78750
484530422003,30.4122241,-97.695276,78727
484530421001,30.4219858,-97.6985626,78727
484530452001,30.4254636,-97.6933457,78727
484530438002,30.3841206,-97.6617497,78753
484530300002,30.3651822,-97.7659989,78731
484530422002,30.4142999,-97.6999789,78727
484530339001,30.3316055,-97.8672604,78733
484530414002,30.4196744,-97.7127716,78759
484530022191,30.270174,-97.5339014,
484530402002,30.3266444,-97.680705,78752
484530354003,30.359849,-98.0159949,78738
484530464001,30.4741622,-97.6476973,78664
484530425001,30.4519226,-97.5098128,78653
484530016034,30.2932096,-97.7550104,78703
484530022193,30.2713115,-97.4775219,78653
484530355002,30.4749754,-97.8517555,78713
484530356002,30.4624119,-97.8909559,
484530459001,30.3779139,-97.5003421,78653
484530024422,30.1769989,-97.7552475,78744
484530016033,30.2968156,-97.7525856,78703
484530024402,30.1448973,-97.748099,78747
484530024461,30.1274335,-97.7891871,78747
484530024452,30.1489035,-97.775613,78747
484530016042,30.3087824,-97.7679767,78703
484530024073,30.1362122,-97.8163389,78652
484530461002,30.4809466,-97.6211712,78664
484530421002,30.4159575,-97.6896781,78727
484530016051,30.291025,-97.7660167,78703
484530016044,30.2951537,-97.7728125,78703
484530016041,30.2992975,-97.7824293,78703
484910204081,30.4660085,-97.7869768,78729
484530016043,30.3026924,-97.7715088,78703
484530016032,30.3050217,-97.7556922,78756
484910203102,30.530138,-97.7334116,78681
484530016054,30.2822969,-97.7597566,78703
484530016053,30.282437,-97.754079,78703
484530016052,30.2872384,-97.7593565,78703
484530024361,30.1265807,-97.6818965,78719
484530022111,30.2742994,-97.6192562,78724
484530021131,30.3152285,-97.6678066,78723
484530021133,30.3207132,-97.6732562,78723
484910202012,30.8597376,-97.7042645,
484530020032,30.2191547,-97.7700294,78745
484530024112,30.1994992,-97.7560889,78744
484530019142,30.2471097,-97.835392,78735
484530016021,30.2900812,-97.7782019,78703
484910207012,30.514035,-97.6652988,78664
484910205072,30.4984965,-97.730054,78681
484910203252,30.5376774,-97.8394223,78613
484910203232,30.5310805,-97.8517955,78613
484910205082,30.4888626,-97.7799701,78717
484530023142,30.2281398,-97.7203472,78741
484910203112,30.4954588,-97.7965283,78613
484910204032,30.4632826,-97.8010365,78729
484530019104,30.2680866,-97.7978191,78746
484530019173,30.2872347,-97.8388146,78746
484530016031,30.3022305,-97.7517021,78705
484530015052,30.340576,-97.7331831,78757
484530001022,30.3191841,-97.7637484,78756
484530019183,30.2935356,-97.8112498,78746
484530019191,30.2744708,-97.7861878,78746
484530016023,30.2844792,-97.7803279,78703
484530019111,30.2499194,-97.7969387,78704
484530021122,30.3178309,-97.6828643,78723
484530005002,30.2975252,-97.7329994,78705
484530019151,30.2405635,-97.8366971,78735
484530024231,30.1793742,-97.8054217,78715
484530010005,30.253259,-97.7333118,78702
484530019182,30.2856769,-97.8166258,78746
484530007001,30.2777004,-97.7411232,78701
484530004012,30.2933071,-97.7248275,78705
484530023143,30.2287064,-97.7233906,78741
484530013071,30.2310665,-97.7712704,78704
484530003071,30.2970325,-97.7125652,78722
484530003051,30.312085,-97.7234539,78751
484530002031,30.3080669,-97.7379856,78751
484530003042,30.3105055,-97.7192952,78751
484530015031,30.3200145,-97.719512,78751
482090104013,29.857124,-97.9476239,78666
484530015014,30.342315,-97.7425532,78757
484530002063,30.3280186,-97.7412785,78756
484530024092,30.2047319,-97.7976365,78745
484530024301,30.1740721,-97.7480789,78744
484910214024,30.6258995,-97.6861639,78626
484530024302,30.1699219,-97.7492264,78744
484530023141,30.2311144,-97.7241938,78741
484530023043,30.2416695,-97.7204469,78741
484530020041,30.232703,-97.7888007,78704
484530020031,30.2192206,-97.7781233,78745
484530021113,30.2582833,-97.6793314,78721
484910215062,30.549732,-97.6209484,78665
484910205081,30.4820275,-97.7705807,78717
484910214022,30.636895,-97.6780252,78626
484910214021,30.6444664,-97.6755892,78626
484910211001,30.5709103,-97.4147932,76574
484910213002,30.7338217,-97.4440094,76530
484910212032,30.5867801,-97.4158746,76574
484910212022,30.580528,-97.4217514,76574
484910212021,30.5933646,-97.4179914,76574
484910211002,30.570699,-97.4283079,76574
482090103021,29.8672305,-97.9012088,78666
484910210003,30.5568005,-97.4235536,76574
484910210001,30.5740931,-97.4003702,76574
482090108062,30.175983,-98.0274451,78620
482090103081,29.8942956,-97.9168265,78666
484530015034,30.3281841,-97.7106612,78752
484530015013,30.3551472,-97.7427757,78757
484910207043,30.5001238,-97.6646428,78664
484910207041,30.5075084,-97.6656829,78664
484910206021,30.5296636,-97.7073567,78681
484910205092,30.5173825,-97.738036,78681
484910204062,30.443258,-97.7805398,78729
484910209004,30.4689232,-97.3506147,78615
484530015033,30.3278956,-97.7196904,78752
484910203101,30.5534821,-97.7756458,78641
484530015032,30.3355469,-97.7153918,78752
484530002041,30.3003039,-97.7429433,78705
484910201083,30.6811732,-97.703876,78628
484910204061,30.4512711,-97.7752131,78729
484910204053,30.4508753,-97.8068214,78750
484910204052,30.4543494,-97.7999113,78750
484910204051,30.4572362,-97.7951519,78729
482090108112,30.0316813,-98.2239613,78623
482090109201,30.0241697,-97.7473311,78640
482090109181,29.9652848,-97.8406646,78640
482090109241,29.9981493,-97.8571865,78640
482090108131,30.027242,-98.1359745,78676
482090108132,30.0405313,-98.143701,78676
482090108111,30.0682253,-98.1651867,
482090108133,30.0384256,-98.1590662,78676
482090108092,30.2590879,-98.0492409,78620
482090109132,30.0494489,-97.8525213,78640
482090103054,29.8930547,-97.9045654,
482090104012,29.8577763,-97.9424351,78666
482090109213,30.0056396,-97.8127069,78640
482090105001,29.8706669,-97.9428117,78666
482090108161,30.1882115,-97.9753136,
482090102003,29.8878282,-97.9432205,78666
484530013091,30.2651797,-97.7605954,78704
482090109221,30.0438861,-97.8127258,
482090109142,30.0391701,-97.8990319,78640
482090103052,29.8904495,-97.907391,78666
482090109222,30.0662733,-97.8161585,78610
482090108151,30.1846707,-97.9532386,78737
482090109231,30.0454901,-97.7823299,
482090107031,29.8929724,-97.9309173,78666
482090109152,30.07635,-97.8641098,78610
482090108101,29.9961799,-98.1354967,
482090108124,30.0341443,-98.0725353,78676
482090109242,29.9897609,-97.8662983,78640
482090109251,30.0123024,-97.8541016,78640
482090102004,29.8895334,-97.9500331,78666
